year;sex;age;pop;immig;emig;born;dead
2090;1;62;75097.0146233432;170.894022570925;290.054431359025;0;132.236374265095
2090;1;63;74410.5836724145;164.716882052299;284.534003752141;0;145.086722109804
2090;1;64;73675.717295547;153.591141631629;304.090467967378;0;159.847980181639
2090;1;65;72850.9313862242;148.993543342183;308.854174138484;0;178.752547622247
2090;1;66;72977.9938081939;128.834057833914;301.635089608411;0;197.794907342886
2090;1;67;72973.0320972292;112.654311421948;262.33492862945;0;219.017205295727
2090;1;68;73018.4865009579;98.9793795415919;239.051644702735;0;235.041089914005
2090;1;69;72889.8907875262;84.3845669307675;225.732665067513;0;260.00728291796
2090;1;70;72329.4610524787;70.5738727314239;149.062026343268;0;286.876653114176
2090;1;71;72492.5096911343;61.6940903977022;148.163207358141;0;312.117718940279
2090;1;72;72409.9332416341;54.7799801717048;147.165956073468;0;345.900470495077
2090;1;73;71795.4110941869;46.910735036925;145.891556630884;0;374.196341923162
2090;1;74;72611.8898847085;42.6987208917008;145.10971583443;0;430.463489622055
2090;1;75;71013.4224533046;37.0319356186645;144.29927738215;0;469.145864524689
2090;1;76;70082.7832916829;33.3389379632124;143.860461713909;0;520.647723778853
2090;1;77;68647.242627216;29.8368643969955;142.017249020555;0;586.08011739473
2090;1;78;67701.2562090048;26.0284960624728;140.649294732299;0;665.278856618162
2090;1;79;66051.1623957297;23.7422545574192;138.051577738681;0;740.587728647323
2090;1;80;66609.5147728629;19.7201479043368;80.5695630318208;0;879.641967179051
2090;1;81;63946.5941293361;15.6451836924718;78.6167126456828;0;997.9137517785
2090;1;82;61912.6314455903;15.2098347499551;76.9866830978944;0;1139.27192207795
2090;1;83;59495.8273012637;13.9709161459301;74.7523964168812;0;1310.68728297242
2090;1;84;57230.5961918085;12.317014406236;72.1908717880091;0;1519.96643217892
2090;1;85;53599.8587031465;10.8583872988299;69.3137402683143;0;1730.82468771971
2090;1;86;51248.4851813617;8.61224050194563;66.2591227794012;0;2011.55261266374
2090;1;87;47971.6098760861;6.98474602518347;62.7276758459121;0;2292.76959704409
2090;1;88;44107.6587332569;6.04063725083021;59.514475408739;0;2578.85457744163
2090;1;89;39977.8581659398;4.13391673730163;56.1046664240299;0;2833.84435756722
2090;1;90;36762.4453978611;3.98561442542293;60.6919359790984;0;3226.00941507935
2090;1;91;33548.8072980526;2.92735073743248;60.5042851275649;0;3567.35184543854
2090;1;92;28632.1320229073;2.18288683710683;49.1322210723924;0;3746.87380308348
2090;1;93;23910.2253366002;1.46226520667338;40.1313615952086;0;3860.15498762281
2090;1;94;20250.6415143994;0.630441945251056;33.5399093458347;0;3961.22892570918
2090;1;95;17092.6315710764;0.413705655890849;27.5278212635962;0;3981.19943257067
2090;1;96;13635.2178388233;0.368610772494069;21.5998480050957;0;3969.6603190512
2090;1;97;10199.4257189609;0.205014343556345;16.1108766501277;0;3578.05012438314
2090;1;98;7308.60507219391;0.219603137102696;11.5986684500492;0;3024.13576013486
2090;1;99;4824.81308936628;0.107273094122756;8.00416377194523;0;2423.87943920305
2090;1;100;6436.02709011353;0.291622415075789;12.2194509428822;0;4387.79775165895
2090;2;0;68428.8822868855;538.755887944015;90.0707987321871;0;57.7511532078889
2090;2;1;68764.347300488;844.707026533721;387.314376024286;0;11.3622013767396
2090;2;2;69046.8245550123;795.298808898057;407.677547725892;0;3.87761163140288
2090;2;3;69330.6259633095;806.724441409181;425.683174522276;0;2.73703475801564
2090;2;4;69559.0079797623;759.87472002009;438.220921198927;0;2.43593639967981
2090;2;5;69747.3085862778;731.108041157714;450.044807403548;0;2.16111958411372
2090;2;6;69899.2255164561;703.20048769894;455.287832049693;0;1.95047704765019
2090;2;7;70026.1077140133;674.582887020636;444.741667476442;0;1.68758458075942
2090;2;8;70155.2516027951;643.824793885407;400.806027898343;0;1.62656952891747
2090;2;9;70297.4435406585;634.414581393936;363.943943473724;0;1.57846344232716
2090;2;10;70429.3533770827;608.124997262011;330.461763454248;0;1.5840296500851
2090;2;11;70560.8069068199;597.225695480523;300.048933158292;0;1.76601868711584
2090;2;12;70673.7832379634;571.636854239481;271.173805569493;0;1.95204999467151
2090;2;13;70766.3565160163;549.062268921229;246.762035100698;0;2.39804051614474
2090;2;14;70850.5699838776;544.907574231968;229.661943626363;0;2.74262764146677
2090;2;15;70912.3932997805;530.520470301597;217.9161683638;2.20061222148503;3.52081079775168
2090;2;16;71005.8255113501;549.911270324542;189.049402385084;2.59517420797862;4.24167930848815
2090;2;17;71119.4716271343;553.285682219399;159.918467413915;4.39009284084526;5.19954485325461
2090;2;18;71315.4748062463;663.302652451089;179.100928891448;16.8141788587465;5.90754778557133
2090;2;19;71518.6163055282;905.499856668837;410.024206970339;40.7912642431497;6.84562610774696
2090;2;20;71723.824165303;1081.74450918722;585.489871463298;79.7585446504192;7.27536761367979
2090;2;21;71937.8542471517;1213.16066799098;682.118639681086;173.072460946826;7.9695522025695
2090;2;22;72321.2778944357;1435.99657437938;741.958115280787;356.887115620184;8.24832049391349
2090;2;23;72879.5414631582;1653.72740105659;793.456395774486;612.353146337582;8.51170059747556
2090;2;24;73516.3035284423;1801.2780016089;871.929843635605;935.567520411084;8.8454131203701
2090;2;25;74138.9670598409;1855.03323809192;950.66305092292;1297.28401304695;9.34750894383464
2090;2;26;74696.934304353;1840.08350957792;1010.96188665297;1795.86348471156;9.57121837385402
2090;2;27;75204.8610181085;1799.88939347889;1032.14345296662;2441.36213486263;9.91301468617539
2090;2;28;75693.3275816691;1774.20449785996;1039.06134725011;3072.03756850086;10.5006709946937
2090;2;29;76142.7766905519;1701.83046819916;1021.51857204443;3794.82144266939;11.0194555376054
2090;2;30;76558.8002944484;1627.56321926786;998.864048985013;4506.98518960029;11.6012121144943
2090;2;31;76952.0016326536;1543.3918609361;963.219886970563;5144.50085263937;12.3546939987606
2090;2;32;77308.5978172476;1445.88149241539;926.07956303134;5556.89109504642;12.8998469441726
2090;2;33;77634.526795965;1338.24630179493;876.838172068141;5783.4654009254;13.6992993632622
2090;2;34;77940.3955190621;1253.16474638592;836.437624355092;5739.83443132834;14.3687606793311
2090;2;35;78205.7215480678;1146.61755225435;789.734150944275;5385.16648696336;15.0555649703625
2090;2;36;78431.5068279144;1052.29183406434;750.959636676933;4812.33433735262;15.0105610304912
2090;2;37;78621.3941601866;966.83915928999;711.686588572694;4134.81115006124;15.3775969922914
2090;2;38;78782.4544734303;892.196847609299;672.436336673819;3460.37463933661;15.5863474530417
2090;2;39;78897.7256767808;812.140580087291;636.23747652663;2751.6007018502;15.9096092270111
2090;2;40;78963.5282464014;745.147581218839;605.303345275386;2117.40493448425;16.5602851927829
2090;2;41;79005.9098230704;694.516916926229;573.312781380347;1488.30356480539;16.625017537852
2090;2;42;78993.1411661773;631.457490809818;536.664106247744;1011.27149874323;18.1228519848243
2090;2;43;78927.3147283196;576.578009547293;503.847965948459;661.159093843365;17.7703684130862
2090;2;44;78804.7276513349;525.072391276827;473.655422968055;363.20547376353;18.9059858839322
2090;2;45;78625.2073616276;475.290947510122;441.583438284966;213.006171875592;20.4656932473292
2090;2;46;78378.1028709768;427.427006788206;415.98272556878;121.771478228654;21.7081923682173
2090;2;47;78076.8758583988;397.910871413692;394.911172859593;69.7254568345138;23.481599401837
2090;2;48;77705.4135023795;359.258162127264;376.279752389029;42.134708512931;25.6914552190555
2090;2;49;77276.1054081876;324.5015864425;356.169569690215;48.2029305562728;28.2875448811853
2090;2;50;76803.0334136669;302.459513042801;338.802673781497;0;30.1043540719763
2090;2;51;76258.5492130858;281.669067545609;326.912792654501;0;33.2144712718338
2090;2;52;75698.6084604229;260.942557331229;310.35122250242;0;35.7440547341887
2090;2;53;75137.4551310586;242.428105181554;300.617770986718;0;37.6010304778502
2090;2;54;74601.4567525832;226.872246912864;284.680216444353;0;42.2778871570113
2090;2;55;74101.498404616;209.090737441486;282.401763218568;0;45.4746676198397
2090;2;56;73634.6137044957;193.305404413676;272.404778796549;0;51.9138165810682
2090;2;57;73264.4765969048;178.387419740065;261.187178703305;0;55.7136450672068
2090;2;58;73012.4259287731;164.219553004323;244.055039249967;0;62.5490965324562
2090;2;59;72844.5575475401;147.743868905692;233.261292338135;0;67.3542549973707
2090;2;60;72794.3355770468;137.865738454055;224.57401346281;0;76.9389351724913
2090;2;61;72157.2921836733;129.715179150433;223.947883683849;0;85.8826845428428
2090;2;62;71547.20478646;121.017821966294;222.954895259583;0;90.5764638276701
2090;2;63;70962.468464403;112.763129306903;217.405175330155;0;103.250854284783
2090;2;64;70344.1609245627;106.539078891405;232.308334253682;0;113.08162522722
2090;2;65;69636.2883642381;97.2830830543422;237.495911003894;0;130.262013907638
2090;2;66;69846.0869347804;88.2689023408278;237.857354759051;0;144.10079019154
2090;2;67;69931.0391763086;75.3443519226206;209.295776099485;0;159.204438762963
2090;2;68;70067.5967098397;66.5275902953497;185.853142275763;0;179.307811555629
2090;2;69;70437.6894132337;57.8321967368899;173.614832413886;0;198.36096327892
2090;2;70;69496.0511885267;50.8284229855733;112.330802733938;0;218.722101461766
2090;2;71;69678.5817261824;43.7632012360917;111.841936683248;0;243.97334507404
2090;2;72;69985.1995090357;39.3796556416108;111.341241123019;0;269.332141709971
2090;2;73;69575.002565151;38.0105598320567;110.965673417839;0;299.941956926
2090;2;74;70567.2261608716;32.1474275978788;110.455253380728;0;335.660233952916
2090;2;75;68420.348568473;33.4827304070079;110.45435658483;0;364.710216126223
2090;2;76;68327.2698664961;30.4411211037814;110.608902125355;0;404.417989233649
2090;2;77;67120.0774379394;27.0970234081398;109.961691098129;0;450.462393692827
2090;2;78;66618.1393801359;26.138121233842;109.730370139792;0;511.754216943706
2090;2;79;65402.2393983835;22.4574477329421;107.673408349832;0;574.276396438367
2090;2;80;66001.6895204046;18.8455538697885;64.7742645617213;0;676.395796038096
2090;2;81;63623.758980924;19.2472782769376;63.7292439413562;0;765.932999667665
2090;2;82;61792.7218849691;16.9332737045907;62.9006380649981;0;870.486535362973
2090;2;83;59923.7590479133;15.2478372322963;61.4177264798812;0;1008.28217581083
2090;2;84;58167.1902087426;13.8175950651032;59.9526336141914;0;1162.44576645884
2090;2;85;55111.9985323103;10.6316561008722;58.2576939839743;0;1344.6344638528
2090;2;86;52916.2846942089;10.2108217795858;55.8807802339028;0;1569.89415497595
2090;2;87;50324.1373259122;8.37488652838529;53.7046666135128;0;1812.94256840274
2090;2;88;46910.1775213141;7.25415491860668;51.1737467990231;0;2084.42645109158
2090;2;89;42709.6267648418;6.30207083899204;48.0412554952948;0;2331.66163883924
2090;2;90;39539.3358169797;5.0456475573958;50.2584739101507;0;2677.30876962544
2090;2;91;35780.4988681268;3.67469745797352;46.3557175575511;0;2954.3182710904
2090;2;92;32244.3322857691;3.14457993528467;42.0862540460673;0;3266.98451997726
2090;2;93;28599.997160424;2.48093437635109;37.3914776698915;0;3558.32851103265
2090;2;94;25386.7143398202;1.35723709701608;32.5049720466256;0;3865.17956296414
2090;2;95;22274.8074552759;0.903123199202407;27.7944839372084;0;4069.48418756187
2090;2;96;19065.1819262647;0.648437062756276;23.0550725965521;0;4279.86669496202
2090;2;97;15239.8947959505;0.39682437405775;18.3462572634215;0;4103.06280501135
2090;2;98;11559.598248023;0.147724160795637;14.2185383310466;0;3860.01400538752
2090;2;99;8260.5049292725;0.200962166517352;10.5359022216258;0;3244.44534947632
2090;2;100;13747.8600123689;0.290807146218583;20.3268743609231;0;7549.0298170683
2091;1;0;72525.004201501;568.816411535139;95.4225687544019;0;63.1802055748973
2091;1;1;72875.8978263959;901.768488884629;410.137225556208;0;11.7963922573667
2091;1;2;73183.4536653317;860.674147578489;431.889153773887;0;4.29902837767404
2091;1;3;73493.6965339342;871.552616530062;451.560350638815;0;2.67241488849438
2091;1;4;73749.6162549691;823.736799681467;465.391170463987;0;2.48178427572679
2091;1;5;73956.2574611285;783.040485857555;478.148630928991;0;2.20291375735173
2091;1;6;74124.032758659;749.053131819573;483.502403651008;0;1.98903774930227
2091;1;7;74269.275708836;718.515875719198;472.147309249254;0;1.72167145946453
2091;1;8;74425.5449652536;690.643474191859;425.681805160788;0;1.66023480855208
2091;1;9;74590.1634834573;671.469335952357;386.584375664561;0;1.61194840460992
2091;1;10;74757.4169273819;653.956238650772;351.147513370883;0;1.61837381255317
2091;1;11;74924.1497405486;640.018320528714;319.079086756278;0;1.80525305535564
2091;1;12;75084.0585508705;623.957222639488;288.708482804663;0;2.02028736112628
2091;1;13;75234.139602735;612.064119135618;263.190196712174;0;2.66016356293271
2091;1;14;75380.029377667;613.871148782773;245.433332987418;0;3.36058494432303
2091;1;15;75512.6761352431;611.869998644106;233.385404464594;2.33640384123366;4.46688665944871
2091;1;16;75675.9623422257;633.784267028482;203.028304107961;2.75585569958721;6.04060042054142
2091;1;17;75831.9686853289;615.045593807936;172.055553988059;4.66163997181548;8.63875216657775
2091;1;18;75991.5985720735;632.718795706736;171.248581237832;17.8591817382398;11.4146793683812
2091;1;19;76112.509458625;730.554323087587;296.028360038187;43.3292158359264;14.8944972686535
2091;1;20;76256.9653784666;873.013981845424;408.743858978911;84.71393782269;18.0279335487375
2091;1;21;76461.8303918597;1025.40437557614;499.414669293395;183.888987563871;20.920802781603
2091;1;22;76789.6399151889;1256.10031768013;577.123273846567;379.167790893412;23.6722926511241
2091;1;23;77272.7302972345;1496.64725501809;666.901714008871;650.493785609697;25.6299478589068
2091;1;24;77843.9279211337;1683.79909734573;773.477044188326;993.686744555757;27.047162350039
2091;1;25;78426.7229923605;1785.99707548322;872.998903726226;1377.59868854132;28.1368998967127
2091;1;26;78983.5481398199;1827.39736871439;950.989403055481;1906.71963459483;29.2967320618366
2091;1;27;79522.9148825657;1854.66961503741;1006.26388002603;2591.64140648929;29.9157997836108
2091;1;28;80029.1642783139;1837.60373794715;1033.84515772624;3260.44837664983;30.5276793809344
2091;1;29;80508.6518584479;1808.38451644785;1045.87846509572;4026.64774615623;30.3935294790166
2091;1;30;80959.1577115257;1764.27437407816;1047.93522890741;4781.07815772295;30.4013591197229
2091;1;31;81387.2712643735;1708.27663675333;1033.84756973784;5455.44206152102;30.7571852904021
2091;1;32;81779.2756835807;1624.62623055561;1014.71818278923;5890.8310091803;30.4854044981943
2091;1;33;82145.1326488525;1538.16706943366;980.619986883563;6128.73151256044;30.1667234900748
2091;1;34;82467.0825759774;1438.08504387903;953.722404267076;6080.49017650512;31.3342060971832
2091;1;35;82764.471574192;1356.44193506804;923.481198843636;5703.28351440316;31.4926491922543
2091;1;36;83016.2398757749;1258.2125254975;893.522639967907;5095.55491591531;30.1801008131751
2091;1;37;83234.9898400913;1175.7090683668;861.677327327884;4377.5509892243;29.5705785282312
2091;1;38;83407.0719797173;1081.90382125959;825.907394121052;3663.20462158557;29.5191608053739
2091;1;39;83553.2014920214;1013.54160366323;791.268370203074;2912.93487950393;28.8927421902974
2091;1;40;83659.8577483763;940.444163040008;755.753540392091;2241.91715597969;29.1199570771604
2091;1;41;83724.5879119861;879.945530621881;723.123115820367;1575.90186261033;29.5613826049279
2091;1;42;83747.4764776257;810.126030524631;690.596733627559;1071.15506838552;29.0597344390213
2091;1;43;83715.5707540023;748.170334439621;653.235039227741;700.591551359247;30.1632196470646
2091;1;44;83630.6595329894;695.185099667729;618.008873457162;385.010697024207;31.9502321953782
2091;1;45;83497.0469928978;651.186832723204;586.250906924988;225.908760540818;31.7146483989887
2091;1;46;83289.75740285;597.058179594533;564.311833641616;129.217368667212;32.9379845913544
2091;1;47;83012.5902727704;553.405163428346;541.419455447918;74.0305444010191;34.9156134027086
2091;1;48;82655.4569767297;501.463462850894;518.426175849406;44.7555852473813;38.9010918490414
2091;1;49;82238.9682308448;467.715073206816;488.022913927882;51.2507359941448;43.4121610517301
2091;1;50;81757.288559208;422.345563339025;460.134766283203;0;47.375495799638
2091;1;51;81219.2903064696;390.750393763448;439.864348340132;0;52.1106272132633
2091;1;52;80601.2409410582;358.965088770641;422.640226956265;0;53.7934763910903
2091;1;53;79951.7836536774;330.637488073586;407.834134683681;0;61.5782566982385
2091;1;54;79294.7231109591;306.647877439298;394.274428229752;0;67.7857395596456
2091;1;55;78660.8292180264;290.068029097931;381.481904877489;0;70.9422372702223
2091;1;56;78065.1702566227;265.395663983617;367.422507682362;0;78.7693269646897
2091;1;57;77505.4296141478;239.342506750695;345.364606585713;0;85.0197046362839
2091;1;58;77051.5069962789;226.025868986706;328.967779440785;0;90.7844517170827
2091;1;59;76711.4625619085;207.507317979047;312.21256406057;0;101.735522273984
2091;1;60;76457.059984026;193.696833424364;303.548371696644;0;109.219254342888
2091;1;61;76314.9303765647;181.413567817636;300.251444961047;0;121.027984867307
2091;1;62;75560.8966581495;171.064679171564;290.787444190701;0;130.67174561738
2091;1;63;74833.3349118099;164.882851707502;285.267507411576;0;143.295055829191
2091;1;64;74101.5495828298;153.744501623017;304.881345661942;0;157.897245545726
2091;1;65;73338.3547113077;149.133476812448;309.727357205865;0;176.768703845844
2091;1;66;72485.6525429398;128.96110579663;301.252108889816;0;192.987840191261
2091;1;67;72614.5056962542;112.768534704595;262.141733713761;0;214.114912930499
2091;1;68;72603.621609337;99.0732760789583;238.870824095609;0;229.612939875499
2091;1;69;72622.583559598;84.4659794196237;225.853074974915;0;254.515845804673
2091;1;70;72528.9052627959;70.6446452021886;148.960610703273;0;282.669559229184
2091;1;71;71938.9825232097;61.7542587767035;147.941470573271;0;304.291317472399
2091;1;72;72062.2035560676;54.8346264926538;146.961216331396;0;338.179545227935
2091;1;73;71942.6621159795;46.9586001089554;145.8767247207;0;368.353001042849
2091;1;74;71278.5924634799;42.7427342765304;144.507416246075;0;415.053948737422
2091;1;75;72037.6825776467;37.0713314557173;143.6164742832;0;467.662164234356
2091;1;76;70390.1722913206;33.376129608605;142.685572247985;0;513.940719344689
2091;1;77;69388.4049758791;29.8701700938678;142.101382694164;0;582.147103203584
2091;1;78;67877.6498511247;26.0601961954778;140.100781082744;0;655.552191204074
2091;1;79;66849.8110902939;23.7709413986129;138.55743175453;0;736.658628354927
2091;1;80;65144.8249124956;19.7467263286219;80.574605008583;0;845.509604554131
2091;1;81;65540.0941742918;15.6693931960813;79.1901525301939;0;1005.89983923697
2091;1;82;62748.5388571676;15.2326967840021;77.07160800663;0;1136.21636094583
2091;1;83;60538.4284256141;13.9916730942917;75.2404046317284;0;1312.95428843873
2091;1;84;57920.2774359716;12.335351083855;72.7684746348638;0;1515.11674174118
2091;1;85;55407.7688640043;10.8747162833449;69.9376377734379;0;1763.76440631416
2091;1;86;51546.4291359646;8.6263058974344;66.7563359744093;0;1995.29953710491
2091;1;87;48885.8133267648;6.99618955237153;63.3559279955977;0;2306.31211615361
2091;1;88;45300.9246223985;6.05041720687811;59.4435519244924;0;2617.29211897001
2091;1;89;41169.4931308322;4.14180591662575;55.7884334028698;0;2886.51897493849
2091;1;90;36731.5252255687;3.9918240727688;58.706241669963;0;3191.61852277399
2091;1;91;33206.1799224384;2.93237909969165;55.2506506840762;0;3503.9472038383
2091;1;92;29656.295699443;2.18682504776526;54.0833599872108;0;3840.61506367015
2091;1;93;24646.7111931396;1.46465723045603;42.915814184891;0;3943.96967281324
2091;1;94;19995.2320994268;0.631848576069382;34.13307890583;0;3881.49200684371
2091;1;95;16424.3187056449;0.414733458184371;27.7194200699495;0;3799.01812214272
2091;1;96;13239.5443482311;0.369330154359201;21.9326655567484;0;3831.52388744291
2091;1;97;10094.4139325267;0.205594531107486;16.4704185264746;0;3524.53908230123
2091;1;98;7213.5883224437;0.219997906009269;11.7601840216753;0;2974.29721040152
2091;1;99;4862.35432260094;0.107587479124495;8.04695623137378;0;2438.31138084071
2091;1;100;6682.44220114328;0.291965724363301;12.4327701801409;0;4566.25717388075
2091;2;0;68550.7342041292;539.189156366609;90.2242752874093;0;57.2984365123594
2091;2;1;68874.8509894873;845.129205693158;387.889261182184;0;11.2712419091178
2091;2;2;69148.0151384028;795.704114972245;408.190262818769;0;3.84601423868187
2091;2;3;69425.0810807195;807.118378544208;426.147407556327;0;2.71444528068489
2091;2;4;69649.7811309485;760.231101077827;438.660245990673;0;2.41568744812579
2091;2;5;69837.8334238726;731.450352974073;450.481773908352;0;2.14313495547479
2091;2;6;69993.1630378034;703.527383751718;455.738602690028;0;1.93432953613849
2091;2;7;70127.2572932084;674.909235738701;445.203682437113;0;1.67377654926039
2091;2;8;70267.392049976;644.148285117284;401.250446243598;0;1.61350291098667
2091;2;9;70424.0465474365;634.739424795118;364.378387140961;0;1.56609301271208
2091;2;10;70573.4276952758;608.444787875353;330.888637589009;0;1.57199566908945
2091;2;11;70724.677488047;597.539939309215;300.46274533366;0;1.75308301123802
2091;2;12;70859.233815489;571.936160721317;271.570919524667;0;1.93833252759032
2091;2;13;70973.6097516781;549.343966520087;247.135540163634;0;2.38191264172279
2091;2;14;71078.7908168104;545.17891859543;230.019635945805;0;2.72498185555592
2091;2;15;71159.5723483882;530.77480232412;218.273344757158;2.20824475093452;3.49909305636617
2091;2;16;71268.9884504331;550.162139563636;189.350478266032;2.6046883571862;4.21651064501842
2091;2;17;71394.0498576383;553.563664966223;160.169730787851;4.40593437522883;5.16958789017984
2091;2;18;71597.9247051347;663.700665418788;179.373354411089;16.8795495168463;5.87423300721642
2091;2;19;71803.5644961228;905.997484924844;411.100414608138;40.9524722323996;6.80738044014715
2091;2;20;72006.6529415376;1082.34560557167;587.074334416825;80.0671122117197;7.23463514546893
2091;2;21;72245.7237266175;1213.85638222588;684.028892408117;173.802098924888;7.92792850330129
2091;2;22;72622.5136406499;1436.75042270714;743.886418076653;358.369246440593;8.2046111322813
2091;2;23;73171.9297433195;1654.4562193933;795.338735717192;614.812157999907;8.46563479229384
2091;2;24;73798.944168529;1801.99716217337;873.798043582879;939.179905037235;8.79641321968086
2091;2;25;74410.2669338338;1855.74992421383;952.492176807172;1302.03307286953;9.29434201514634
2091;2;26;74957.5127428539;1840.79886134117;1012.73798516736;1802.13007284503;9.51519316082999
2091;2;27;75453.8860366253;1800.6062107988;1033.80122783133;2449.48173392948;9.85325069512455
2091;2;28;75928.7869462536;1774.92140940993;1040.56024632272;3081.60254077836;10.4352349421279
2091;2;29;76362.1094668799;1702.54620758496;1022.81623752151;3805.7734679193;10.9480848526678
2091;2;30;76759.5616563819;1628.26697958767;999.959163239081;4518.82100143471;11.5228505185807
2091;2;31;77126.5321082333;1544.0760020845;964.077687814441;5156.19392665447;12.2665004850996
2091;2;32;77459.0048717774;1446.54298579731;926.736508097279;5567.7004227985;12.8032385761591
2091;2;33;77756.5838889996;1338.8741956376;877.296984928642;5792.5513362247;13.5911389569994
2091;2;34;78037.2811774608;1253.752409348;836.747901801131;5746.95618899793;14.2501260510447
2091;2;35;78282.6964926926;1147.16725835123;789.939294495783;5390.44049727387;14.9269902249901
2091;2;36;78492.5561541143;1052.79493284597;751.092288244552;4816.0477215391;14.8680385548652
2091;2;37;78671.8171978284;967.304185591139;711.775750348371;4137.42856577336;15.2180653288222
2091;2;38;78826.1113345991;892.623315288933;672.494354231909;3462.266340456;15.4117866444285
2091;2;39;78942.973331066;812.531385614125;636.292439381296;2753.15125063404;15.7200885971432
2091;2;40;79021.4992854626;745.501226897981;605.373960059706;2118.94095718836;16.3536581564598
2091;2;41;79068.594017808;694.846137676445;573.373951689048;1489.45869488885;16.4064145808068
2091;2;42;79083.035733775;631.755830779845;536.752226237991;1012.398847945;17.8776938372429
2091;2;43;79048.5013035991;576.849905346984;503.965635537181;662.161903920362;17.5241323879316
2091;2;44;78960.1934942105;525.319866978453;473.802410974217;363.891650815138;18.6386901133489
2091;2;45;78818.3183524392;475.515203333884;441.752973267612;213.516955352623;20.1715289620292
2091;2;46;78615.2602400616;427.630775894294;416.184939056142;122.1293900708;21.3929584041329
2091;2;47;78357.9190202729;398.101738041489;395.139925256937;69.9697364801696;23.1456634884261
2091;2;48;78034.4305146704;359.434519060916;376.539258925426;42.300600800822;25.3406038638351
2091;2;49;77645.731352286;324.667482379988;356.43247564182;48.4394721251798;27.9171568316246
2091;2;50;77209.9188510139;302.623862667525;339.08396863016;0;29.7264512110767
2091;2;51;76724.8190423997;281.828441625345;327.216966434079;0;32.8258464585148
2091;2;52;76173.6867715413;261.099173042443;310.629046059537;0;35.3325685274461
2091;2;53;75603.1610363838;242.588649975142;300.870059621637;0;37.1660143926237
2091;2;54;75037.8038536374;227.03422297289;284.911010540545;0;41.7744898535749
2091;2;55;74483.2008307844;209.250174887424;282.604957366658;0;44.9011393195381
2091;2;56;73971.1687350793;193.465054899941;272.566284419099;0;51.2284400175541
2091;2;57;73496.969660381;178.543215822513;261.289949025609;0;54.8973109115734
2091;2;58;73123.2410060618;164.368389200711;244.079462897115;0;61.5245171466283
2091;2;59;72860.9160334059;147.885201430699;233.235905829463;0;66.1591909683676
2091;2;60;72682.6375366602;137.999804694303;224.48806469288;0;75.4317508813297
2091;2;61;72614.9986614772;129.839510140484;224.271173906333;0;84.9052518038309
2091;2;62;71965.6379108785;121.131582738226;223.288587865955;0;89.4972676670576
2091;2;63;71340.3775578562;112.868097959972;217.732744636062;0;101.962581927703
2091;2;64;70724.7789980829;106.634217999101;232.63795148874;0;111.685732830443
2091;2;65;70074.8747627594;97.3664198398853;237.853033822543;0;128.799547820564
2091;2;66;69346.5670097751;88.3414217271701;237.559960619577;0;140.502815570572
2091;2;67;69556.8442940885;75.4089852401614;209.107673072159;0;155.543952859962
2091;2;68;69636.8887287077;66.5826777306349;185.68256245798;0;175.050562873587
2091;2;69;69759.014024732;57.879709821297;173.521787618577;0;192.94060731045
2091;2;70;70159.3820391041;50.8704187807674;112.109450492402;0;217.068342418015
2091;2;71;69190.232235674;43.7995741538693;111.642822372185;0;237.975704634372
2091;2;72;69344.7702485553;39.4125286476658;111.0964850757;0;262.127521199025
2091;2;73;69617.8178700802;38.0410254039225;110.544898636339;0;294.877765723121
2091;2;74;69173.9621900678;32.1760226102673;110.104805462928;0;323.111592230554
2091;2;75;70123.7810364847;33.5091565702086;109.532387316263;0;367.42189364082
2091;2;76;67946.1701065691;30.4683989496133;109.460837426675;0;395.186023426775
2091;2;77;67797.6821703016;27.1221681658896;109.5226681418;0;447.187196218576
2091;2;78;66535.0927778866;26.1624804468718;108.777553333281;0;502.369587166416
2091;2;79;65963.0051310063;22.4801326277088;108.427829440935;0;569.186552316379
2091;2;80;64704.7573347555;18.8672301415226;64.5352987019986;0;651.813995067462
2091;2;81;65185.2304118993;19.2669628943022;63.9159417836052;0;771.810129616002
2091;2;82;62708.5126139229;16.9523207936292;62.7666876399511;0;869.432000154768
2091;2;83;60740.1048434679;15.2647296960513;61.8055392624403;0;1006.07623193483
2091;2;84;58721.4025814421;13.8335867883334;60.1811102454204;0;1156.00894301406
2091;2;85;56753.9957607932;10.6458972455397;58.5341985500758;0;1365.3061466449
2091;2;86;53500.2248578147;10.2229586022661;56.6167662220475;0;1565.37986687581
2091;2;87;51054.983779057;8.38489247288454;54.0076921943124;0;1815.67811543048
2091;2;88;48165.266799845;7.2624032895323;51.5396051695114;0;2114.59332418723
2091;2;89;44467.2868612719;6.30863596764712;48.6776943145236;0;2400.52160169534
2091;2;90;39984.8470701715;5.05126380510915;50.3173675076216;0;2679.51359096778
2091;2;91;36510.0869651686;3.67935442145228;46.6857708066296;0;2986.24243542588
2091;2;92;32479.1694530141;3.14887303295057;42.4312796538116;0;3262.04700849187
2091;2;93;28670.3447715289;2.48401634537494;37.8339475998716;0;3538.63758298578
2091;2;94;24818.0551450316;1.35924113069682;32.8971820294712;0;3750.40407449369
2091;2;95;21464.2363678557;0.904224881647875;27.9164587080672;0;3895.465738138
2091;2;96;18192.4176108067;0.649178053788188;23.193352228738;0;4059.84567029422
2091;2;97;15020.7766006509;0.397111979570989;18.6007055033545;0;4026.20173208995
